,date,symbol,open,high,low,close,adj_close,volume
33,2024-02-20,msft,403.239990234375,404.489990234375,398.010009765625,402.7900085449219,401.3414001464844,24307900
34,2024-02-21,msft,400.1700134277344,402.2900085449219,397.2200012207031,402.17999267578125,400.73358154296875,18631100
35,2024-02-22,msft,410.19000244140625,412.8299865722656,408.57000732421875,411.6499938964844,410.1695251464844,27009900
36,2024-02-23,msft,415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,408.8642578125,16295900
37,2024-02-26,msft,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,406.0743408203125,16193500
38,2024-02-27,msft,407.989990234375,408.32000732421875,403.8500061035156,407.4800109863281,406.0145263671875,14835800
39,2024-02-28,msft,408.17999267578125,409.29998779296875,405.32000732421875,407.7200012207031,406.253662109375,13183100
40,2024-02-29,msft,408.6400146484375,414.20001220703125,405.9200134277344,413.6400146484375,412.15240478515625,31947300
41,2024-03-01,msft,411.2699890136719,415.8699951171875,410.8800048828125,415.5,414.00567626953125,17800300
42,2024-03-04,msft,413.44000244140625,417.3500061035156,412.32000732421875,414.9200134277344,413.42779541015625,17596000
43,2024-03-05,msft,413.9599914550781,414.25,400.6400146484375,402.6499938964844,401.2018737792969,26919200
44,2024-03-06,msft,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,400.6438903808594,22344100
45,2024-03-07,msft,406.1199951171875,409.7799987792969,402.239990234375,409.1400146484375,407.6686096191406,18718500
46,2024-03-08,msft,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,404.7590637207031,17971700
47,2024-03-11,msft,403.760009765625,405.67999267578125,401.260009765625,404.5199890136719,403.0651550292969,16120800
48,2024-03-12,msft,407.6199951171875,415.57000732421875,406.7900085449219,415.2799987792969,413.7864685058594,22457000
49,2024-03-13,msft,418.1000061035156,418.17999267578125,411.45001220703125,415.1000061035156,413.6071472167969,17115900
50,2024-03-14,msft,420.239990234375,427.82000732421875,417.989990234375,425.2200012207031,423.69073486328125,34157300
51,2024-03-15,msft,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,414.9223937988281,45049800
52,2024-03-18,msft,414.25,420.7300109863281,413.7799987792969,417.32000732421875,415.81915283203125,20106000
53,2024-03-19,msft,417.8299865722656,421.6700134277344,415.54998779296875,421.4100036621094,419.8944396972656,19837900
54,2024-03-20,msft,422.0,425.9599914550781,420.6600036621094,425.2300109863281,423.7007141113281,17860100
55,2024-03-21,msft,429.8299865722656,430.82000732421875,427.1600036621094,429.3699951171875,427.8258056640625,21296200
56,2024-03-22,msft,429.70001220703125,429.8599853515625,426.07000732421875,428.739990234375,427.19805908203125,17636500
57,2024-03-25,msft,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,421.3392028808594,18060500
58,2024-03-26,msft,425.6099853515625,425.989990234375,421.3500061035156,421.6499938964844,420.133544921875,16725600
59,2024-03-27,msft,424.44000244140625,424.45001220703125,419.010009765625,421.42999267578125,419.9143371582031,16705000
60,2024-03-28,msft,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,419.2069091796875,21871200
61,2024-04-01,msft,423.95001220703125,427.8900146484375,422.2200012207031,424.57000732421875,423.0430908203125,16316000
62,2024-04-02,msft,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,419.9243469238281,17912000
63,2024-04-03,msft,419.7300109863281,423.260009765625,419.0899963378906,420.45001220703125,418.9378967285156,16502300
64,2024-04-04,msft,424.989990234375,428.6700134277344,417.57000732421875,417.8800048828125,416.37713623046875,19370900
65,2024-04-05,msft,420.010009765625,426.510009765625,418.32000732421875,425.5199890136719,423.9896545410156,16544300
66,2024-04-08,msft,425.1700134277344,427.2799987792969,423.29998779296875,424.5899963378906,423.06298828125,14272400
67,2024-04-09,msft,426.44000244140625,427.739990234375,421.6199951171875,426.2799987792969,424.7469177246094,12512300
68,2024-04-10,msft,422.19000244140625,424.0299987792969,419.70001220703125,423.260009765625,421.73779296875,16216600
69,2024-04-11,msft,425.82000732421875,429.3699951171875,422.3599853515625,427.92999267578125,426.3909912109375,17966400
70,2024-04-12,msft,424.04998779296875,425.17999267578125,419.7699890136719,421.8999938964844,420.3826904296875,19232100
71,2024-04-15,msft,426.6000061035156,426.82000732421875,413.42999267578125,413.6400146484375,412.15240478515625,20273500
72,2024-04-16,msft,414.57000732421875,418.3999938964844,413.7300109863281,414.5799865722656,413.0889892578125,16765600
73,2024-04-17,msft,417.25,418.8800048828125,410.3299865722656,411.8399963378906,410.3588562011719,15855500
74,2024-04-18,msft,410.6300048828125,411.8900146484375,403.95001220703125,404.2699890136719,402.8160705566406,21029900
75,2024-04-19,msft,404.0299987792969,405.4800109863281,397.7699890136719,399.1199951171875,397.6846008300781,30276500
76,2024-04-22,msft,400.0799865722656,402.8500061035156,395.75,400.9599914550781,399.5179748535156,20286900
77,2024-04-23,msft,404.239990234375,408.20001220703125,403.05999755859375,407.57000732421875,406.1042175292969,15734500
78,2024-04-24,msft,409.55999755859375,412.4700012207031,406.7799987792969,409.05999755859375,407.5888366699219,15065300
79,2024-04-25,msft,394.0299987792969,399.8900146484375,388.0299987792969,399.0400085449219,397.6048889160156,40586500
80,2024-04-26,msft,412.1700134277344,413.0,405.760009765625,406.32000732421875,404.8587341308594,29694700
81,2024-04-29,msft,405.25,406.32000732421875,399.19000244140625,402.25,400.8033447265625,19582100
82,2024-04-30,msft,401.489990234375,402.1600036621094,389.1700134277344,389.3299865722656,387.9297790527344,28781400
83,2024-05-01,msft,392.6099853515625,401.7200012207031,390.30999755859375,394.94000244140625,393.5196228027344,23562500
84,2024-05-02,msft,397.6600036621094,399.92999267578125,394.6499938964844,397.8399963378906,396.4092102050781,17709400
85,2024-05-03,msft,402.2799987792969,407.1499938964844,401.8599853515625,406.6600036621094,405.1974792480469,17446700
86,2024-05-06,msft,408.760009765625,413.92999267578125,406.3699951171875,413.5400085449219,412.0527648925781,16996600
87,2024-05-07,msft,414.6600036621094,414.6700134277344,409.0899963378906,409.3399963378906,407.86785888671875,20018200
88,2024-05-08,msft,408.1700134277344,412.2300109863281,406.7099914550781,410.5400085449219,409.06353759765625,11792300
89,2024-05-09,msft,410.57000732421875,412.7200012207031,409.1000061035156,412.32000732421875,410.8371276855469,14689700
90,2024-05-10,msft,412.94000244140625,415.3800048828125,411.79998779296875,414.739990234375,413.2484130859375,13402300
91,2024-05-13,msft,418.010009765625,418.3500061035156,410.82000732421875,413.7200012207031,412.2320861816406,15440200
92,2024-05-14,msft,412.0199890136719,417.489990234375,411.54998779296875,416.55999755859375,415.0618896484375,15109300
93,2024-05-15,msft,417.8999938964844,423.80999755859375,417.2699890136719,423.0799865722656,422.31878662109375,22239500
94,2024-05-16,msft,421.79998779296875,425.4200134277344,420.3500061035156,420.989990234375,420.2325744628906,17530100
95,2024-05-17,msft,422.5400085449219,422.9200134277344,418.0299987792969,420.2099914550781,419.4539489746094,15352200
96,2024-05-20,msft,420.2099914550781,426.7699890136719,419.989990234375,425.3399963378906,424.5747375488281,16272100
97,2024-05-21,msft,426.8299865722656,432.9700012207031,424.8500061035156,429.0400085449219,428.2680969238281,21453300
98,2024-05-22,msft,430.0899963378906,432.4100036621094,427.1300048828125,430.5199890136719,429.74542236328125,18073700
99,2024-05-23,msft,432.9700012207031,433.6000061035156,425.4200134277344,427.0,426.23175048828125,17211700
100,2024-05-24,msft,427.19000244140625,431.05999755859375,424.4100036621094,430.1600036621094,429.3860778808594,11845800
101,2024-05-28,msft,429.6300048828125,430.82000732421875,426.6000061035156,430.32000732421875,429.5457763671875,15718000
102,2024-05-29,msft,425.69000244140625,430.94000244140625,425.69000244140625,429.1700134277344,428.3978576660156,15517100
103,2024-05-30,msft,424.29998779296875,424.29998779296875,414.239990234375,414.6700134277344,413.9239501953125,28424800
104,2024-05-31,msft,416.75,416.75,404.510009765625,415.1300048828125,414.38311767578125,47995300
105,2024-06-03,msft,415.5299987792969,416.42999267578125,408.9200134277344,413.5199890136719,412.7760009765625,17484700
106,2024-06-04,msft,412.42999267578125,416.44000244140625,409.67999267578125,416.07000732421875,415.3214416503906,14348900
107,2024-06-05,msft,417.80999755859375,424.0799865722656,416.29998779296875,424.010009765625,423.24713134765625,16988000
108,2024-06-06,msft,424.010009765625,425.30999755859375,420.5799865722656,424.5199890136719,423.7561950683594,14861300
109,2024-06-07,msft,426.20001220703125,426.2799987792969,423.0,423.8500061035156,423.0874328613281,13621700
110,2024-06-10,msft,424.70001220703125,428.0799865722656,423.8900146484375,427.8699951171875,427.1001892089844,14003000
111,2024-06-11,msft,425.4800109863281,432.82000732421875,425.25,432.67999267578125,431.9015197753906,14551100
112,2024-06-12,msft,435.32000732421875,443.3999938964844,433.25,441.05999755859375,440.2664489746094,22366200
113,2024-06-13,msft,440.8500061035156,443.3900146484375,439.3699951171875,441.5799865722656,440.7855224609375,15960600
114,2024-06-14,msft,438.2799987792969,443.1400146484375,436.7200012207031,442.57000732421875,441.77374267578125,13582000
115,2024-06-17,msft,442.5899963378906,450.94000244140625,440.7200012207031,448.3699951171875,447.56329345703125,20790000
116,2024-06-18,msft,449.7099914550781,450.1400146484375,444.8900146484375,446.3399963378906,445.5369567871094,17112500
117,2024-06-20,msft,446.29998779296875,446.5299987792969,441.2699890136719,445.70001220703125,444.89813232421875,19877400
118,2024-06-21,msft,447.3800048828125,450.5799865722656,446.510009765625,449.7799987792969,448.97076416015625,34486200
119,2024-06-24,msft,449.79998779296875,452.75,446.4100036621094,447.6700134277344,446.8645935058594,15913700
120,2024-06-25,msft,448.25,451.4200134277344,446.75,450.95001220703125,450.138671875,16747500
121,2024-06-26,msft,449.0,453.6000061035156,448.19000244140625,452.1600036621094,451.34649658203125,16507000
122,2024-06-27,msft,452.17999267578125,456.1700134277344,451.7699890136719,452.8500061035156,452.0352478027344,14806300
123,2024-06-28,msft,453.07000732421875,455.3800048828125,446.4100036621094,446.95001220703125,446.1458740234375,28362300
