,date,symbol,open,high,low,close,adj_close,volume
0,2024-01-02,msft,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,368.8540954589844,25258600
1,2024-01-03,msft,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,368.5855712890625,23083500
2,2024-01-04,msft,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,365.94000244140625,20901500
3,2024-01-05,msft,368.9700012207031,372.05999755859375,366.5,367.75,365.7510681152344,20987000
4,2024-01-08,msft,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,372.6533508300781,23134000
5,2024-01-09,msft,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,373.74737548828125,20830000
6,2024-01-10,msft,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,380.68939208984375,25514200
7,2024-01-11,msft,386.0,390.67999267578125,380.3800048828125,384.6300048828125,382.539306640625,27850800
8,2024-01-12,msft,385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,386.3584289550781,21645700
9,2024-01-16,msft,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,388.14862060546875,27202300
10,2024-01-17,msft,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,387.35296630859375,22234100
11,2024-01-18,msft,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,391.72906494140625,23392100
12,2024-01-19,msft,395.760009765625,398.6700134277344,393.5,398.6700134277344,396.5030212402344,29272000
13,2024-01-22,msft,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,394.354736328125,27016900
14,2024-01-23,msft,395.75,399.3800048828125,393.92999267578125,398.8999938964844,396.7317199707031,20525900
15,2024-01-24,msft,401.5400085449219,405.6300048828125,400.45001220703125,402.55999755859375,400.3718566894531,24867000
16,2024-01-25,msft,404.32000732421875,407.010009765625,402.5299987792969,404.8699951171875,402.6693115234375,21021200
17,2024-01-26,msft,404.3699951171875,406.1700134277344,402.42999267578125,403.92999267578125,401.7344055175781,17803300
18,2024-01-29,msft,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,407.492919921875,24510200
19,2024-01-30,msft,412.260009765625,413.04998779296875,406.45001220703125,408.5899963378906,406.3690490722656,33477600
20,2024-01-31,msft,406.9599914550781,415.32000732421875,397.2099914550781,397.5799865722656,395.4189147949219,47871100
21,2024-02-01,msft,401.8299865722656,408.0,401.79998779296875,403.7799987792969,401.5852355957031,30657700
22,2024-02-02,msft,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,408.98480224609375,28245000
23,2024-02-05,msft,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,403.445068359375,25352300
24,2024-02-06,msft,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,403.285888671875,18382600
25,2024-02-07,msft,407.44000244140625,414.29998779296875,407.3999938964844,414.04998779296875,411.79937744140625,22340500
26,2024-02-08,msft,414.04998779296875,415.55999755859375,412.5299987792969,414.1099853515625,411.8590393066406,21225300
27,2024-02-09,msft,415.25,420.82000732421875,415.0899963378906,420.54998779296875,418.2640380859375,22032800
28,2024-02-12,msft,420.55999755859375,420.739990234375,414.75,415.260009765625,413.0028381347656,21202900
29,2024-02-13,msft,404.94000244140625,410.07000732421875,403.3900146484375,406.32000732421875,404.1114196777344,27824900
30,2024-02-14,msft,408.07000732421875,409.8399963378906,404.57000732421875,409.489990234375,408.0173034667969,20401200
31,2024-02-15,msft,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,405.09783935546875,21825500
32,2024-02-16,msft,407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,402.6068420410156,22281100
